congressionaldistrict,cty_fips,czone,dhs2_tot_cont_2002_2010,dhs2_cont_tcile1_2002_2004,dhs2_cont_tcile1_2002_2006,dhs2_cont_tcile1_2002_2008,dhs2_cont_tcile1_2002_2010,dhs2_cont_tcile1_2002_2012,dhs2_cont_tcile1_2002_2014,dhs2_cont_tcile1_2002_2016,dhs2_cont_tcile2_2002_2004,dhs2_cont_tcile2_2002_2006,dhs2_cont_tcile2_2002_2008,dhs2_cont_tcile2_2002_2010,dhs2_cont_tcile2_2002_2012,dhs2_cont_tcile2_2002_2014,dhs2_cont_tcile2_2002_2016,dhs2_cont_tcile3_2002_2004,dhs2_cont_tcile3_2002_2006,dhs2_cont_tcile3_2002_2008,dhs2_cont_tcile3_2002_2010,dhs2_cont_tcile3_2002_2012,dhs2_cont_tcile3_2002_2014,dhs2_cont_tcile3_2002_2016,d2_turnout_2002_2010,d2_shnr_2002_2004,d2_shnr_2002_2006,d2_shnr_2002_2008,d2_shnr_2002_2010,d2_shnr_2002_2012,d2_shnr_2002_2014,d2_shnr_2002_2016,d2_shnr_distr_2002_2010,d2_shnr_solidd_2002_2010,d2_shnr_solidr_2002_2010,d2_shnr_competitive_2002_2010,d2_rwin_2002_2004,d2_rwin_2002_2006,d2_rwin_2002_2008,d2_rwin_2002_2010,d2_rwin_2002_2012,d2_rwin_2002_2014,d2_rwin_2002_2016,d2_cfavg_demlib_2002_2004,d2_cfavg_demlib_2002_2006,d2_cfavg_demlib_2002_2008,d2_cfavg_demlib_2002_2010,d2_cfavg_demlib_2002_2012,d2_cfavg_demlib_2002_2014,d2_cfavg_demlib_2002_2016,d2_cfavg_demmod_2002_2004,d2_cfavg_demmod_2002_2006,d2_cfavg_demmod_2002_2008,d2_cfavg_demmod_2002_2010,d2_cfavg_demmod_2002_2012,d2_cfavg_demmod_2002_2014,d2_cfavg_demmod_2002_2016,d2_cfavg_repmod_2002_2004,d2_cfavg_repmod_2002_2006,d2_cfavg_repmod_2002_2008,d2_cfavg_repmod_2002_2010,d2_cfavg_repmod_2002_2012,d2_cfavg_repmod_2002_2014,d2_cfavg_repmod_2002_2016,d2_cfavg_repcon_2002_2004,d2_cfavg_repcon_2002_2006,d2_cfavg_repcon_2002_2008,d2_cfavg_repcon_2002_2010,d2_cfavg_repcon_2002_2012,d2_cfavg_repcon_2002_2014,d2_cfavg_repcon_2002_2016,d2_nominate_demlib_2002_2010,d2_nominate_demmod_2002_2010,d2_nominate_repmod_2002_2010,d2_nominate_repcon_2002_2010,d2_teaparty_2002_2010,d_party_2002_2004,d_party_2004_2006,d_party_2006_2008,d_party_2008_2010,d_party_2010_2012,d_party_2012_2014,d_party_2014_2016,d_imp_usch_pd,d_imp_otch_lag_pd,reg_midatl,reg_encen,reg_wncen,reg_satl,reg_escen,reg_wscen,reg_mount,reg_pacif,l_shind1_manuf_cbp,l_shind2_routine33,l_shind3_task_outsource,shnr_pres2000,shnr_pres1996,l_sh_dem_f,l_sh_dem_edu_c,l_sh_dem_fborn,l_sh_dem_age_1019,l_sh_dem_age_2029,l_sh_dem_age_3039,l_sh_dem_age_4049,l_sh_dem_age_5059,l_sh_dem_age_6069,l_sh_dem_age_7079,l_sh_dem_age_8000,l_sh_dem_white,l_sh_dem_black,l_sh_dem_asian,l_sh_dem_hispanic,sh_district_2002,majority_white,redistrict_2004,redistrict_2006,redistrict_2012,redistrict_2016
MI 2,26101,12002,152.38588,60.378639,69.630348,131.38979,162.10091,162.10088,-200,-200,175.69189,182.12416,182.14386,185.52017,185.52017,-200,-200,68.510277,93.240639,86.281235,144.77002,144.77002,-200,154.17078,0.003040522,0.53133965,-4.4248161,-3.80373,-5.4866495,-5.4866495,-3.1685443,4.080102,-4.3988585,0,-5.4866495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0.744125303,1.892564567,0,1,0,0,0,0,0,0,0.27979195,30.297953,-0.538939,0.48923394,0.41422018,0.49158072,0.41981733,0.012639132,0.13426021,0.095241979,0.13303706,0.1586415,0.12806295,0.10726954,0.081787415,0.047254048,0.94161534,0.016267786,0.00322094,0.026052922,0.039577857,1,0,0,1,0
MI 1,26103,11401,152.24432,-60.489609,2.6189024,18.196442,137.94341,137.94341,-200,125.6353,-6.1473522,2.7416439,51.426422,75.167099,75.167099,-84.655769,-17.831715,80.453247,66.979866,161.9324,196.79706,196.79706,191.09221,197.09883,-0.018846899,2.9343472,-1.108852,5.8664994,23.955559,23.955559,25.954926,29.966408,24.481354,0,0,23.955559,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,100,100,0,100,0,0,0,0,0,100,0,-100,0,0,100,0,0,0,0,1,0,0,0,0.393423477,0.269123591,0,1,0,0,0,0,0,0,0.13971417,29.803333,-0.91068983,0.44788527,0.36729911,0.49783397,0.53145421,0.014497014,0.1493177,0.14936411,0.13047312,0.16728038,0.1195965,0.075796023,0.061825044,0.038973294,0.95117122,0.013197388,0.004935483,0.00686945,0.099729769,1,0,0,1,0
MI 2,26105,12002,152.38588,60.378639,69.630348,131.38979,162.10091,162.10092,-200,142.30286,175.69189,182.12416,182.14386,185.52017,185.52017,-134.22617,149.32663,68.510277,93.240639,86.281235,144.77002,144.77002,117.9016,147.36565,-0.052647352,-1.4635265,-3.4255803,-2.7823269,-1.7944455,-1.7944455,-3.2773137,1.9574404,-4.3988585,0,-1.7944455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26.103779,0,0,0,0,0,0,26.103777,0,0,0,0,0,0,0,0,0,0,0,0,0,0.744125303,1.892564567,0,1,0,0,0,0,0,0,0.27979195,30.297953,-0.538939,0.55882657,0.47506893,0.50622481,0.4720037,0.016127892,0.14741458,0.094008632,0.13135743,0.15784819,0.12835114,0.09535262,0.077456318,0.047181156,0.95840704,0.007285846,0.002758718,0.030133693,0.044685688,1,0,0,1,0
MI 4,26107,12001,141.51093,127.06555,103.25741,151.16661,136.78841,136.78841,-200,-200,6.7615719,45.233608,99.815208,143.89229,143.89229,-65.405884,-200,18.339123,55.925865,122.02872,138.12094,138.12094,170.57774,-200,-0.01771909,-3.9672852,-5.9609232,-3.2566726,2.2705019,2.2705019,-3.2106221,2.4180651,-0.88035464,0,2.2705019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,-100,-100,0,0,100,0,0,100,100,0,0,-100,100,0,0,0,0,0,0,0,0,1.432999122,1.322907657,0,1,0,0,0,0,0,0,0.33828789,30.541664,-0.60104775,0.56164664,0.45362449,0.49298447,0.47267735,0.019258749,0.17054226,0.18753237,0.11274135,0.12304885,0.10721771,0.086528741,0.062017608,0.028949769,0.92683649,0.036002267,0.008729317,0.012822726,0.062854275,1,0,0,1,0
MI 1,26109,11402,152.24432,-60.489609,2.6189024,18.196442,137.94341,137.94341,-200,125.6353,-6.1473522,2.7416439,51.426422,75.167099,75.167099,-84.655769,-17.831715,80.453247,66.979866,161.9324,196.79706,196.79706,191.09221,197.09883,-0.029307812,-1.9332945,-5.2316623,4.9991398,27.224054,27.224054,38.393433,36.282867,24.481354,0,0,27.224054,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,100,100,0,100,0,0,0,0,0,100,0,-100,0,0,100,0,0,0,0,1,0,0,0,0.802818909,1.803561132,0,1,0,0,0,0,0,0,0.32230613,30.116806,-0.67191452,0.54600722,0.45278063,0.50268495,0.37106448,0.008686725,0.14491037,0.093619205,0.13255152,0.16599542,0.12078496,0.091881864,0.079562508,0.049474847,0.96244967,0.000987128,0.002132196,0.007502172,0.037797537,1,0,0,1,0
MI 4,26111,11900,141.51093,127.06555,103.25741,151.16661,136.78841,136.78841,-200,-200,6.7615719,45.233608,99.815208,143.89229,143.89229,-65.405884,-200,18.339123,55.925865,122.02872,138.12094,138.12094,170.57774,-200,-0.065340608,-5.2425265,-6.2881765,-7.0855141,-1.1024594,-1.1024594,-4.8093739,-2.2180259,-0.88035464,0,-1.1024594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,-100,-100,0,0,100,0,0,100,100,0,0,-100,100,0,0,0,0,0,0,0,0,0.563012382,1.31009646,0,1,0,0,0,0,0,0,0.22375539,31.644171,-0.49871981,0.57829839,0.52159619,0.50954461,0.59005177,0.031505659,0.15618892,0.11302701,0.15104859,0.16281343,0.11460771,0.0724594,0.055843811,0.031698722,0.95504016,0.010473731,0.014878008,0.015529599,0.12127669,1,0,0,1,0
MI 4,26113,12001,141.51093,127.06555,103.25741,151.16661,136.78841,136.78841,-200,-200,6.7615719,45.233608,99.815208,143.89229,143.89229,-65.405884,-200,18.339123,55.925865,122.02872,138.12094,138.12094,170.57774,-200,-0.047461182,-2.6168406,-3.4155905,-3.4652233,0.3069222,0.3069222,-3.917408,1.434499,-0.88035464,0,0.3069222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,-100,-100,0,0,100,0,0,100,100,0,0,-100,100,0,0,0,0,0,0,0,0,1.432999122,1.322907657,0,1,0,0,0,0,0,0,0.33828789,30.541664,-0.60104775,0.67456168,0.57177168,0.50117421,0.360131,0.009946126,0.1610029,0.099668466,0.1377262,0.14933002,0.11589999,0.094350047,0.070106365,0.034327947,0.97499657,0.002003039,0.002417461,0.011672883,0.02112283,1,0,0,1,0
MI 15,26115,13501,-45.992588,-132.05792,-112.20747,-72.437294,-90.54705,-90.54705,-14.921108,43.663124,-76.942322,-71.050949,-27.611156,-58.980186,-58.980186,-72.745773,-64.255997,-96.314445,-122.317,-37.811333,57.945572,57.945572,67.975945,85.935249,0.034109056,2.65885,-29.182589,5.8339806,28.353983,28.353983,33.81881,37.80888,15.102855,28.353983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.771628173,1.018095204,0,1,0,0,0,0,0,0,0.21808271,32.416718,-0.39667869,0.47839412,0.43012974,0.50395697,0.45817292,0.018931789,0.15787454,0.11349481,0.15276302,0.16561033,0.11810613,0.069978416,0.052869231,0.026722396,0.9542225,0.018952345,0.004652438,0.021309398,0.21200025,1,0,0,1,0
MI 4,26117,12200,141.51093,127.06555,103.25741,151.16661,136.78841,136.78841,-200,-200,6.7615719,45.233608,99.815208,143.89229,143.89229,-20.244268,-200,18.339123,55.925865,122.02872,138.12094,138.12094,170.35417,-200,-0.006435067,-12.490643,-15.220684,-2.9411316,3.2436669,3.2436669,-1.2093961,8.7762947,-0.88035464,0,3.2436669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,-94.707909,-94.707909,0,0,100,0,0,94.707909,94.707909,0,0,-100,100,0,0,0,0,0,0,0,0,0.876871113,1.402666875,0,1,0,0,0,0,0,0,0.30000296,33.980598,0.038957596,0.56874615,0.46330854,0.48663205,0.41228515,0.011278686,0.15424542,0.12272713,0.15360886,0.15307021,0.11068129,0.07788986,0.056115955,0.029690204,0.94834,0.021708615,0.002595241,0.022753241,0.089409374,1,0,0,1,0
MI 1,26119,12402,152.24432,-60.489609,2.6189024,18.196442,137.94341,137.94341,-200,125.6353,-6.1473522,2.7416439,51.426422,75.167099,75.167099,-84.655769,-17.831715,80.453247,66.979866,161.9324,196.79706,196.79706,191.09221,197.09883,-0.04741928,4.1695356,-1.2105107,1.3212085,30.884356,30.884356,33.535202,40.845852,24.481354,0,0,30.884356,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,100,100,0,100,0,0,0,0,0,100,0,-100,0,0,100,0,0,0,0,1,0,0,0,0.766675931,0.909753808,0,1,0,0,0,0,0,0,0.16719823,29.432995,-0.93846142,0.5625,0.45360947,0.50867665,0.3308785,0.013378575,0.12816288,0.071643241,0.10276297,0.14454678,0.14328648,0.14173533,0.12011634,0.051575374,0.98361611,0.002423655,0.000969462,0.006495395,0.016135585,1,0,0,1,0
MI 2,26121,12200,152.38588,60.378639,69.630348,131.38979,162.10091,162.10091,171.10144,175.84486,175.69189,182.12416,182.14386,185.52017,185.52017,171.41187,177.46695,68.510277,93.240639,86.281235,144.77002,144.77002,144.94911,144.45197,-0.050320596,0.18935204,-3.5200953,-8.7067127,-6.4169288,-6.4169288,-4.8864098,-0.5389452,-4.3988585,0,-6.4169288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.876871113,1.402666875,0,1,0,0,0,0,0,0,0.30000296,33.980598,0.038957596,0.44230181,0.38238883,0.5043537,0.47612298,0.018560518,0.15547591,0.12259694,0.14643948,0.15484136,0.10807873,0.070663922,0.060452409,0.034670975,0.81252056,0.14198589,0.004218566,0.03525852,0.2572102,1,0,0,1,0
MI 2,26123,12200,152.38588,60.378639,69.630348,131.38979,162.10091,162.10091,171.10144,175.84486,175.69189,182.12416,182.14386,185.52017,185.52017,171.41187,177.46695,68.510277,93.240639,86.281235,144.77002,144.77002,144.94911,144.45197,-0.047340363,-1.0478079,-2.9374301,-5.6070566,-0.75363517,-0.75363517,0.70180297,7.235086,-4.3988585,0,-0.75363517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.876871113,1.402666875,0,1,0,0,0,0,0,0,0.30000296,33.980598,0.038957596,0.597601,0.50820792,0.50096083,0.38342839,0.017796716,0.1674813,0.099511214,0.1424364,0.1521285,0.11442537,0.085495256,0.058507748,0.03026695,0.94803023,0.011175168,0.002924343,0.038538665,0.070790052,1,0,0,1,0
MI 11,26125,11600,-45.381271,-165.19339,-108.09076,-137.05997,-85.521828,-85.521828,40.832909,-70.462555,-52.011086,-53.457474,1.6581727,45.911427,45.911427,-125.5529,-200,-84.174332,-62.674774,-79.114487,-74.711769,-74.711784,-200,-200,0.001359522,0.26340485,-2.2463858,-3.9481878,3.9255381,3.9255381,8.0476761,6.9385824,1.5752435,0,0,3.9255381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,0,0,-100,-100,-100,-100,-100,0,0,-100,100,0,0,0,0,0,0,0,0,0.52762641,1.157987622,0,1,0,0,0,0,0,0,0.19704953,33.951511,0.19799799,0.49378914,0.47612789,0.51039898,0.67167383,0.099834524,0.13379323,0.11950365,0.16589625,0.16991749,0.12254597,0.065323122,0.053887431,0.029542204,0.82752502,0.10109232,0.041369803,0.024284096,0.28777322,1,0,0,1,0
MI 9,26125,11600,60.608612,-154.21019,-69.377426,107.87775,76.488892,76.488892,80.199287,61.326527,-46.897953,-6.0687194,58.925068,13.236915,13.236915,-103.46724,-164.67747,-28.694138,-17.30196,36.956966,70.237953,70.237953,20.041105,3.8157735,0.001359522,0.35133958,-6.5619349,-14.288229,-10.603868,-10.603868,-6.8985343,-7.4561744,-10.603868,0,0,-10.603868,0,0,-100,-100,-100,-100,-100,0,0,100,0,0,30.648014,0,0,0,0,100,100,69.351982,100,-100,0,-100,-100,-100,-100,-100,100,0,0,0,0,14.385838,14.385838,0,100,-100,0,0,0,0,1,0,0.49556077,0,0,0.52762641,1.157987622,0,1,0,0,0,0,0,0,0.19704953,33.951511,0.19799799,0.49378914,0.47612789,0.51039898,0.67167383,0.099834524,0.13379323,0.11950365,0.16589625,0.16991749,0.12254597,0.065323122,0.053887431,0.029542204,0.82752502,0.10109232,0.041369803,0.024284096,1,1,0,0,1,0
MI 8,26125,11600,-8.3266582,50.592602,155.99161,100.54841,25.928265,25.928253,164.82159,167.52414,6.6442342,16.587646,3.8276463,43.463509,43.463509,-86.085205,-200,-17.71851,4.3417873,-31.93573,-46.501999,-46.501999,10.407503,-67.852043,0.001359522,-3.6624432,-8.7093534,-5.4234924,3.0769289,3.0769289,5.0480661,4.024559,-3.7022412,0,3.0769289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52762641,1.157987622,0,1,0,0,0,0,0,0,0.19704953,33.951511,0.19799799,0.49378914,0.47612789,0.51039898,0.67167383,0.099834524,0.13379323,0.11950365,0.16589625,0.16991749,0.12254597,0.065323122,0.053887431,0.029542204,0.82752502,0.10109232,0.041369803,0.024284096,0.19232109,1,0,0,1,0
MI 12,26125,11600,71.062729,-19.000534,5.931869,-9.9949379,88.830032,88.830032,60.103512,-4.1568227,-24.62632,-41.507236,-18.148718,101.97308,101.97308,-126.85829,-200,-176.13397,-191.31306,-176.61209,-106.74014,-106.74014,-200,-200,0.001359522,1.0448291,-1.7013326,-3.2273471,2.2116139,2.2116139,5.4683938,5.2160726,6.0307412,2.2116139,0,0,0,0,0,0,0,0,0,-100,0,-100,-100,-100,-42.506485,-100,100,0,100,100,100,42.506485,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52762641,1.157987622,0,1,0,0,0,0,0,0,0.19704953,33.951511,0.19799799,0.49378914,0.47612789,0.51039898,0.67167383,0.099834524,0.13379323,0.11950365,0.16589625,0.16991749,0.12254597,0.065323122,0.053887431,0.029542204,0.82752502,0.10109232,0.041369803,0.024284096,0.30586466,1,0,0,1,0
MI 2,26127,12200,152.38588,60.378639,69.630348,131.38979,162.10091,162.10091,171.10144,175.84486,175.69189,182.12416,182.14386,185.52017,185.52017,171.41187,177.46695,68.510277,93.240639,86.281235,144.77002,144.77002,144.94911,144.45197,-0.030505955,-0.0392735,-1.4413118,-3.2559812,-0.52947998,-0.52947998,1.3832033,5.3633871,-4.3988585,0,-0.52947998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.876871113,1.402666875,0,1,0,0,0,0,0,0,0.30000296,33.980598,0.038957596,0.56257045,0.47182116,0.49599969,0.40352514,0.043500911,0.17084062,0.10263089,0.13493097,0.14650393,0.1190042,0.088862427,0.064488523,0.033676926,0.90365797,0.003200238,0.002493209,0.11606445,0.040251534,1,0,0,1,0
MI 1,26129,12402,152.24432,-60.489609,2.6189024,18.196442,137.94341,137.94341,135.19003,134.54881,-6.1473522,2.7416439,51.426422,75.167099,75.167107,-200,-200,80.453247,66.979866,161.9324,196.79706,196.79706,198.16386,190.61359,0.013282001,-2.1208882,-7.1107359,-5.1268158,21.328131,21.328131,15.914813,25.302176,24.481354,0,0,21.328131,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,100,100,0,0,0,0,0,0,0,100,100,-100,0,0,100,0,0,0,0,1,0,0,0,0.766675931,0.909753808,0,1,0,0,0,0,0,0,0.16719823,29.432995,-0.93846142,0.49009547,0.38065818,0.50399631,0.35119477,0.012612613,0.14049435,0.085793488,0.12279972,0.14566875,0.13425733,0.12381613,0.08916609,0.040563639,0.97482097,0.001339801,0.003788404,0.011642411,0.032492932,1,0,0,1,0
MI 1,26131,21003,152.24432,-60.489609,2.6189024,18.196442,137.94341,137.94341,-200,125.6353,-6.1473522,2.7416439,51.426422,75.167099,75.167099,-84.655769,-17.831715,80.453247,66.979866,161.9324,196.79706,196.79706,191.09221,197.09883,0.052910715,-0.062850118,-1.7226279,1.217252,25.771034,25.771034,28.711599,31.306971,24.481354,0,0,25.771034,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,100,100,0,100,0,0,0,0,0,100,0,-100,0,0,100,0,0,0,0,1,0,0,0,1.256577813,0.247821123,0,1,0,0,0,0,0,0,0.1867148,28.562706,-0.81350482,0.62018329,0.42267799,0.49334866,0.40294963,0.014198004,0.12317728,0.070862114,0.1143515,0.16039908,0.14811972,0.13251472,0.091583528,0.064466618,0.97249937,0.00025582,0.001790739,0.007418777,0.012247894,1,0,0,1,0
MI 4,26133,12001,141.51093,127.06555,103.25741,151.16661,136.78841,136.78841,-200,-200,6.7615719,45.233608,99.815208,143.89229,143.89229,-65.405884,-200,18.339123,55.925865,122.02872,138.12094,138.12094,170.57774,-200,-0.001925528,-3.7882447,-3.4097254,-2.0235002,1.4193177,1.4193177,-2.7487516,4.0224733,-0.88035464,0,1.4193177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,-100,-100,0,0,100,0,0,100,100,0,0,-100,100,0,0,0,0,0,0,0,0,1.432999122,1.322907657,0,1,0,0,0,0,0,0,0.33828789,30.541664,-0.60104775,0.58642608,0.48551804,0.5059275,0.36712566,0.011854981,0.1643316,0.10570332,0.13342242,0.14812261,0.12001552,0.09613312,0.065784372,0.031555805,0.97512609,0.003491831,0.002155451,0.009915075,0.033816136,1,0,0,1,0
MI 1,26135,12402,152.24432,-60.489609,2.6189024,18.196442,137.94341,137.94341,-200,125.6353,-6.1473522,2.7416439,51.426422,75.167099,75.167099,-84.655769,-17.831715,80.453247,66.979866,161.9324,196.79706,196.79706,191.09221,197.09883,0.007791132,0.099340081,-4.410398,-4.4921517,22.406975,22.406975,25.586817,33.995377,24.481354,0,0,22.406975,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,100,100,0,100,0,0,0,0,0,100,0,-100,0,0,100,0,0,0,0,1,0,0,0,0.766675931,0.909753808,0,1,0,0,0,0,0,0,0.16719823,29.432995,-0.93846142,0.56824255,0.4832809,0.50923765,0.33189398,0.015077511,0.14174984,0.071458906,0.11499257,0.14514759,0.13952006,0.13527288,0.095774047,0.042259503,0.97823316,0.000849437,0.000743258,0.00944999,0.014171133,1,0,0,1,0
MI 1,26137,12402,152.24432,-60.489609,2.6189024,18.196442,137.94341,137.94341,-200,125.6353,-6.1473522,2.7416439,51.426422,75.167099,75.167099,-84.655769,-17.831715,80.453247,66.979866,161.9324,196.79706,196.79706,191.09221,197.09883,-0.011253268,5.1000266,-1.8645197,1.336202,27.370367,27.370367,31.540855,38.331039,24.481354,0,0,27.370367,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,100,100,0,100,0,0,0,0,0,100,0,-100,0,0,100,0,0,0,0,1,0,0,0,0.766675931,0.909753808,0,1,0,0,0,0,0,0,0.16719823,29.432995,-0.93846142,0.6022374,0.52053326,0.50354064,0.4906258,0.015750397,0.1516244,0.099609457,0.14879189,0.15716064,0.11630402,0.09132655,0.066349082,0.029226214,0.97506547,0.001802498,0.003390413,0.007510407,0.033487912,1,0,0,1,0
MI 2,26139,12200,152.38588,60.378639,69.630348,131.38979,162.10091,162.10091,171.10144,175.84486,175.69189,182.12416,182.14386,185.52017,185.52017,171.41187,177.46695,68.510277,93.240639,86.281235,144.77002,144.77002,144.94911,144.45197,-0.059304237,-1.8375993,-4.3626604,-8.6246853,-5.1184177,-5.1184177,-4.6589432,-6.1274767,-4.3988585,0,-5.1184177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.876871113,1.402666875,0,1,0,0,0,0,0,0,0.30000296,33.980598,0.038957596,0.72671568,0.69453132,0.5075866,0.55538869,0.04895642,0.16936478,0.14233743,0.15174098,0.14685667,0.09911713,0.058867712,0.045322556,0.029041518,0.91520011,0.010477773,0.020942958,0.070042044,0.35439453,1,0,0,1,0
MI 1,26141,12401,152.24432,-60.489609,2.6189024,18.196442,137.94341,137.94341,-200,125.6353,-6.1473522,2.7416439,51.426422,75.167099,75.167099,-84.655769,-17.831715,80.453247,66.979866,161.9324,196.79706,196.79706,191.09221,197.09883,-0.011802912,5.3581505,-0.5779624,3.4619956,30.567719,30.567719,33.242302,38.294323,24.481354,0,0,30.567719,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,-100,-100,-100,-100,0,0,0,100,100,0,100,0,0,0,0,0,100,0,-100,0,0,100,0,0,0,0,1,0,0,0,0.379687967,0.631202376,0,1,0,0,0,0,0,0,0.18725921,29.191601,-0.95681441,0.53026259,0.41664723,0.50204706,0.3866004,0.011796544,0.13302338,0.079453193,0.11303865,0.15044063,0.13593782,0.12469641,0.10901394,0.052806884,0.9807092,0.002636875,0.001596003,0.005481924,0.022356674,1,0,0,1,0
MI 4,26143,12402,141.51093,127.06555,103.25741,151.16661,136.78841,136.78841,-200,-200,6.7615719,45.233608,99.815208,143.89229,143.89229,-65.405884,-200,18.339123,55.925865,122.02872,138.12094,138.12094,170.57774,-200,-0.031786144,-2.1362543,-6.909287,-1.8650174,-0.53002834,-0.53002834,-7.6919136,-0.35304427,-0.88035464,0,-0.53002834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,-100,-100,0,0,100,0,0,100,100,0,0,-100,100,0,0,0,0,0,0,0,0,0.766675931,0.909753808,0,1,0,0,0,0,0,0,0.16719823,29.432995,-0.93846142,0.49037281,0.40430456,0.50783306,0.40216589,0.016804744,0.12218776,0.069025092,0.10652165,0.1378146,0.1490832,0.14927952,0.11755467,0.048254739,0.97985786,0.0032196,0.001923908,0.008009737,0.040775046,1,0,0,1,0
MI 5,26145,11900,36.887077,-13.929097,1.2006196,-3.7688684,15.843791,15.843791,-53.666451,-43.915321,5.6054459,5.5295029,-7.4590402,8.0223055,8.0223169,-200,-200,167.97527,-16.037106,-44.505196,170.45798,170.45798,187.43649,-200,0.003081113,29.917408,24.682138,22.468184,37.200603,37.200603,36.570194,39.348133,45.530701,0,0,37.200603,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,-14.776908,-14.776908,0,0,0,0,0,14.776908,14.776908,0,0,0,0,0,0,0,0,0,0.14776909,0,0,0.563012382,1.31009646,0,1,0,0,0,0,0,0,0.22375539,31.644171,-0.49871981,0.4474006,0.3989574,0.51943684,0.45425969,0.020424778,0.15025781,0.12206305,0.13745542,0.15198606,0.11790667,0.076309636,0.06106009,0.037983421,0.75328869,0.18621303,0.007955666,0.067011364,0.12887579,1,0,0,1,0
MI 4,26145,11900,141.51093,127.06555,103.25741,151.16661,136.78841,136.78841,-200,-200,6.7615719,45.233608,99.815208,143.89229,143.89229,99.800423,47.163345,18.339123,55.925865,122.02872,138.12094,138.12094,162.10013,59.383064,0.003081113,-4.0042219,-5.6810975,-9.036684,-1.1666954,-1.1666954,-4.291141,0.10663867,-0.88035464,0,-1.1666954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,-57.358067,-57.358067,0,0,100,0,0,57.358067,57.358067,0,0,-100,100,0,0,0,0,0,0.42641932,0,0,0.563012382,1.31009646,0,1,0,0,0,0,0,0,0.22375539,31.644171,-0.49871981,0.4474006,0.3989574,0.51943684,0.45425969,0.020424778,0.15025781,0.12206305,0.13745542,0.15198606,0.11790667,0.076309636,0.06106009,0.037983421,0.75328869,0.18621303,0.007955666,0.067011364,0.18428904,1,0,0,1,0
